LATITUDE,LONGITUDE,DISTRICT_CODE,ADDRESS,CITY,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,SCHOOL_LEVEL,ENROLL_16_17,AEC,CHARTER,MINORITY_PERCENT,FRL_PERCENT,SPED_PERCENT,ELL_PERCENT,17_SPF_FINAL,17_SPF_SCORE
39.888871,-104.795186,40,10566 MEMPHIS STREET,COMMERCE CITY,SCHOOL DISTRICT 27J,4950,LANDMARK ACADEMY AT REUNION,M,239,N,Y,0.32,0.13,0.09,0.05,Improvement,0.44
39.5226081,-104.9657138,900,10585 MOUNTAIN VISTA RIDGE,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,6165,MOUNTAIN VISTA HIGH SCHOOL,H,2260,N,N,0.21,0.07,0.08,0.02,Performance,0.89
39.522002,-104.962735,900,10590 MONTE VISTA WAY,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,6164,MOUNTAIN RIDGE MIDDLE SCHOOL,M,1192,N,N,0.21,0.07,0.10,0.02,Performance,0.66
39.835464,-105.5227529,1330,10595 HIGHWAY 119,BLACK HAWK,GILPIN COUNTY RE-1,1632,GILPIN COUNTY ELEMENTARY SCHOOL,E,229,N,N,0.21,0.29,0.14,N/A,Performance,0.92
39.835424,-105.5227929,1330,10595 HIGHWAY 119,BLACK HAWK,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,H,114,N,N,0.20,0.26,0.11,N/A,Performance,0.68
39.835424,-105.5227929,1330,10595 HIGHWAY 119,BLACK HAWK,GILPIN COUNTY RE-1,1634,GILPIN COUNTY UNDIVIDED HIGH SCHOOL,M,92,N,N,0.20,0.26,0.11,N/A,Performance,0.77
39.888843,-104.981339,20,10604 GRANT DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,8211,THE STUDIO SCHOOL,E,297,N,N,0.33,0.41,0.07,0.05,Performance,0.66
38.676287,-104.684503,1000,10605 JIMMY CAMP ROAD,FOUNTAIN,FOUNTAIN 8,2037,CONRAD EARLY LEARNING CENTER,E,173,N,N,0.49,N/A,0.42,N/A,N/A,N/A
39.5233347,-105.000522,900,10625 WEATHERSFIELD WAY,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,E,509,N,N,0.15,N/A,0.11,0.03,Performance,0.99
39.5233347,-105.000522,900,10625 WEATHERSFIELD WAY,HIGHLANDS RANCH,DOUGLAS COUNTY RE 1,2953,STONE MOUNTAIN ELEMENTARY,M,97,N,N,0.15,N/A,0.11,0.03,Performance,0.99
38.2675872,-104.5894832,2690,107 SOUTH LA CROSSE AVENUE,PUEBLO,PUEBLO CITY 60,954,BRADFORD ELEMENTARY SCHOOL,E,388,N,N,0.87,0.96,0.13,0.20,Priority Improvement,0.40
39.891641,-104.927718,20,10724 ELM DRIVE,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,2584,RIVERDALE ELEMENTARY SCHOOL,E,423,N,N,0.55,0.51,0.15,0.22,Performance,0.74
38.987186,-104.762977,1040,10750 THUNDER MOUNTAIN AVENUE,COLORADO SPRINGS,ACADEMY 20,6937,PINE CREEK HIGH SCHOOL,H,1579,N,N,0.26,0.07,0.06,0.01,Performance,0.78
39.6133721,-105.1181361,1420,10785 WEST ALAMO PLACE,LITTLETON,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,E,431,N,N,0.22,0.19,0.09,0.04,Performance,0.90
39.6133721,-105.1181361,1420,10785 WEST ALAMO PLACE,LITTLETON,JEFFERSON COUNTY R-1,9490,WESTRIDGE ELEMENTARY SCHOOL,M,84,N,N,0.22,0.19,0.09,0.04,Performance,0.90
39.63934,-106.0395261,3000,108 DEERPATH ROAD,DILLON,SUMMIT RE-1,8370,DILLON VALLEY ELEMENTARY SCHOOL,E,434,N,N,0.62,0.49,0.09,0.47,Performance,0.67
37.299078,-107.8725672,8001,108 WEST 31ST STREET,DURANGO,CHARTER SCHOOL INSTITUTE,5453,MOUNTAIN MIDDLE SCHOOL,M,195,N,Y,0.10,N/A,0.05,N/A,Performance,0.68
38.7333431,-108.0505348,870,1080 PIONEER RD,DELTA,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,E,193,N,Y,0.14,0.55,0.10,N/A,Improvement,0.45
38.7333431,-108.0505348,870,1080 PIONEER RD,DELTA,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,H,145,N,Y,0.14,0.55,0.10,N/A,Performance,0.54
38.7333431,-108.0505348,870,1080 PIONEER RD,DELTA,DELTA COUNTY 50(J),2166,DELTA VISION SCHOOL,M,111,N,Y,0.14,0.55,0.10,N/A,Performance,0.55
39.7784403,-105.1193757,1420,10801 WEST 44TH AVENUE,WHEAT RIDGE,JEFFERSON COUNTY R-1,3250,NORMA ANDERSON PRESCHOOL,E,117,N,N,0.43,N/A,0.21,N/A,N/A,N/A
39.5154429,-104.7404668,900,10881 RIVA RIDGE STREET,PARKER,DOUGLAS COUNTY RE 1,6961,PIONEER ELEMENTARY SCHOOL,E,518,N,N,0.20,0.18,0.20,0.04,Performance,0.77
39.39521,-107.212427,8001,109 Lewies Lane,CARBONDALE,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,E,239,N,Y,0.27,0.21,0.07,0.11,Improvement,0.46
39.39521,-107.212427,8001,109 Lewies Lane,CARBONDALE,CHARTER SCHOOL INSTITUTE,7512,ROSS MONTESSORI SCHOOL,M,55,N,Y,0.27,0.21,0.07,0.11,Performance,0.78
39.8939962,-104.9956794,20,10900 HURON STREET,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,H,307,Y,N,0.57,0.57,0.20,0.19,Turnaround,0.30
39.8939962,-104.9956794,20,10900 HURON STREET,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,210,VANTAGE POINT,M,50,Y,N,0.57,0.57,0.20,0.19,Turnaround,0.33
39.5172031,-104.7632584,900,10940 SOUTH PARKER ROAD #781,PARKER,DOUGLAS COUNTY RE 1,3327,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,E,319,N,Y,0.54,0.18,0.03,0.18,Performance,0.90
39.5172031,-104.7632584,900,10940 SOUTH PARKER ROAD #781,PARKER,DOUGLAS COUNTY RE 1,3327,GLOBAL VILLAGE ACADEMY - DOUGLAS COUNTY,M,11,N,Y,0.54,0.18,0.03,0.18,Performance,0.90
39.897014,-105.062996,1420,10951 NORTH HARLAN STREET,WESTMINSTER,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,E,380,N,N,0.40,0.38,0.10,0.06,Improvement,0.52
39.897014,-105.062996,1420,10951 NORTH HARLAN STREET,WESTMINSTER,JEFFERSON COUNTY R-1,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,M,45,N,N,0.40,0.38,0.10,0.06,Improvement,0.52
38.5536166,-106.9372104,1360,1099 NORTH 11TH,GUNNISON,GUNNISON WATERSHED RE1J,3690,GUNNISON ELEMENTARY SCHOOL,E,560,N,N,0.29,0.42,0.08,0.14,Performance,0.56
38.5536566,-106.9372504,1360,1099 NORTH 11TH,GUNNISON,GUNNISON WATERSHED RE1J,3697,GUNNISON MIDDLE SCHOOL,M,287,N,N,0.26,0.38,0.10,0.14,Improvement,0.51
38.1096895,-103.5091649,2560,110 LAKEVIEW AVENUE,CHERAW,CHERAW 31,1546,CHERAW SCHOOL,E,121,N,N,0.30,0.63,0.11,N/A,Improvement,0.49
38.1096895,-103.5091649,2560,110 LAKEVIEW AVENUE,CHERAW,CHERAW 31,1546,CHERAW SCHOOL,H,48,N,N,0.30,0.63,0.11,N/A,Performance,0.69
38.1096895,-103.5091649,2560,110 LAKEVIEW AVENUE,CHERAW,CHERAW 31,1546,CHERAW SCHOOL,M,47,N,N,0.30,0.63,0.11,N/A,Performance,0.56
38.8558498,-104.9147018,1030,110 PAWNEE AVENUE,MANITOU SPRINGS,MANITOU SPRINGS 14,5460,MANITOU SPRINGS ELEMENTARY SCHOOL,E,469,N,N,0.18,0.32,0.07,0.02,Improvement,0.52
38.829692,-104.77687,1010,110 SOUTH CIRCLE DRIVE,COLORADO SPRINGS,COLORADO SPRINGS 11,9618,ROGERS ELEMENTARY SCHOOL,E,386,N,N,0.68,0.87,0.10,0.16,Priority Improvement,0.40
38.2484049,-104.6560721,2690,110 UNIVERSITY CIRCLE,PUEBLO,PUEBLO CITY 60,8402,SUNSET PARK ELEMENTARY SCHOOL,E,503,N,N,0.68,0.73,0.12,0.02,Performance,0.59
38.805718,-104.8494203,1020,1100 MERCURY DRIVE,COLORADO SPRINGS,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,E,274,N,N,0.39,0.48,0.18,0.05,Performance,0.72
38.805718,-104.8494203,1020,1100 MERCURY DRIVE,COLORADO SPRINGS,CHEYENNE MOUNTAIN 12,1604,SKYWAY PARK ELEMENTARY SCHOOL,M,42,N,N,0.39,0.48,0.18,0.05,Performance,0.72
38.479973,-107.863475,2180,1100 SOUTH 5TH STREET,MONTROSE,MONTROSE COUNTY RE-1J,1392,CENTENNIAL MIDDLE SCHOOL,M,554,N,N,0.50,0.53,0.12,0.20,Performance,0.71
39.3692519,-104.8447649,900,1100 SOUTH STREET,CASTLE ROCK,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,E,430,N,N,0.36,0.46,0.17,0.17,Performance,0.56
39.3692519,-104.8447649,900,1100 SOUTH STREET,CASTLE ROCK,DOUGLAS COUNTY RE 1,8126,SOUTH RIDGE ELEMENTARY AN IB WORLD SCHOOL,M,77,N,N,0.36,0.46,0.17,0.17,Performance,0.56
40.4817462,-104.9151013,3100,1100 WEST MAIN STREET,WINDSOR,WINDSOR RE-4,9672,WINDSOR HIGH SCHOOL,H,1457,N,N,0.19,0.14,0.08,0.01,Performance,0.70
39.703134,-104.8588303,130,11000 EAST EXPOSITION,AURORA,CHERRY CREEK 5,3988,HIGHLINE COMMUNITY ELEMENTARY SCHOOL,E,533,N,N,0.84,0.87,0.11,0.56,Priority Improvement,0.36
39.7123196,-104.8600981,180,11001-A EAST ALAMEDA AVENUE,AURORA,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,E,391,N,Y,0.83,0.73,0.06,0.48,Turnaround,0.25
39.7123196,-104.8600981,180,11001-A EAST ALAMEDA AVENUE,AURORA,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,H,232,N,Y,0.83,0.73,0.06,0.48,Performance,0.70
39.7123196,-104.8600981,180,11001-A EAST ALAMEDA AVENUE,AURORA,ADAMS-ARAPAHOE 28J,5298,LOTUS SCHOOL FOR EXCELLENCE,M,256,N,Y,0.83,0.73,0.06,0.48,Performance,0.64
40.4042176,-105.0988453,1560,1101 HILLTOP DR,LOVELAND,THOMPSON R2-J,5121,LEAP SCHOOL,E,104,N,N,0.13,0.12,N/A,N/A,N/A,N/A
40.4042176,-105.0988453,1560,1101 HILLTOP DR,LOVELAND,THOMPSON R2-J,5121,LEAP SCHOOL,H,26,N,N,0.13,0.12,N/A,N/A,N/A,N/A
40.4042176,-105.0988453,1560,1101 HILLTOP DR,LOVELAND,THOMPSON R2-J,5121,LEAP SCHOOL,M,63,N,N,0.13,0.12,N/A,N/A,N/A,N/A
40.4042176,-105.0988453,1560,1101 HILLTOP DRIVE,LOVELAND,THOMPSON R2-J,9260,HAROLD FERGUSON HIGH SCHOOL,H,127,Y,N,0.31,0.72,0.09,N/A,Improvement,0.25
39.1480896,-108.7153067,2000,1102 WILDCAT AVE,FRUITA,MESA COUNTY VALLEY 51,6070,FRUITA MONUMENT HIGH SCHOOL,H,1257,N,N,0.17,0.28,0.10,0.01,Performance,0.71
39.7067958,-105.1214825,1420,11025 WEST GLENNON DRIVE,LAKEWOOD,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,E,210,N,N,0.40,0.61,0.19,0.07,Performance,0.73
39.7067958,-105.1214825,1420,11025 WEST GLENNON DRIVE,LAKEWOOD,JEFFERSON COUNTY R-1,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,M,29,N,N,0.40,0.61,0.19,0.07,Performance,0.73
39.382694,-104.848456,900,1103 CANYON DRIVE,CASTLE ROCK,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,E,387,N,N,0.31,0.34,0.17,0.08,Improvement,0.48
39.382694,-104.848456,900,1103 CANYON DRIVE,CASTLE ROCK,DOUGLAS COUNTY RE 1,1362,CASTLE ROCK ELEMENTARY SCHOOL,M,49,N,N,0.31,0.34,0.17,0.08,Improvement,0.48
39.2320475,-104.904247,900,1103 WEST PERRY PARK AVENUE,LARKSPUR,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,E,185,N,N,0.11,0.14,0.09,0.04,Performance,0.86
39.2320475,-104.904247,900,1103 WEST PERRY PARK AVENUE,LARKSPUR,DOUGLAS COUNTY RE 1,4980,LARKSPUR ELEMENTARY SCHOOL,M,44,N,N,0.11,0.14,0.09,0.04,Performance,0.86
39.5152437,-104.9209554,900,11033 MONARCH BOULEVARD,LITTLETON,DOUGLAS COUNTY RE 1,7448,ROCKY HEIGHTS MIDDLE SCHOOL,M,1480,N,N,0.19,0.04,0.10,0.03,Performance,0.60
39.641626,-106.568753,910,1105 MILLER RANCH ROAD,EDWARDS,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,E,229,N,Y,0.06,N/A,0.05,0.04,Performance,0.78
39.641626,-106.568753,910,1105 MILLER RANCH ROAD,EDWARDS,EAGLE COUNTY RE 50,2340,EAGLE COUNTY CHARTER ACADEMY,M,117,N,Y,0.06,N/A,0.05,0.04,Performance,0.85
38.0794205,-102.6146109,2660,1105 PARKVIEW,LAMAR,LAMAR RE-2,6794,PARKVIEW ELEMENTARY SCHOOL,E,294,N,N,0.65,0.77,0.13,0.12,Improvement,0.47
39.5850358,-105.1212144,1420,11050 WEST MEADOWS DRIVE,LITTLETON,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,E,366,N,N,0.23,0.11,0.08,0.05,Performance,0.97
39.5850358,-105.1212144,1420,11050 WEST MEADOWS DRIVE,LITTLETON,JEFFERSON COUNTY R-1,9008,UTE MEADOWS ELEMENTARY SCHOOL,M,34,N,N,0.23,0.11,0.08,0.05,Performance,0.97
39.897725,-104.9797959,20,11080 GRANT DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,8361,STUKEY ELEMENTARY SCHOOL,E,400,N,N,0.65,0.84,0.11,0.25,Performance,0.59
40.3958534,-104.6763123,3120,111 E 26th Street,GREELEY,GREELEY 6,8467,SALIDA DEL SOL ACADEMY,E,538,N,Y,0.97,0.88,0.08,0.57,Turnaround,0.33
40.3958534,-104.6763123,3120,111 E 26th Street,GREELEY,GREELEY 6,8467,SALIDA DEL SOL ACADEMY,M,206,N,Y,0.97,0.88,0.08,0.57,Performance,0.55
40.1700153,-105.0953228,470,111 LONGS PEAK AVENUE,LONGMONT,ST VRAIN VALLEY RE 1J,1844,COLUMBINE ELEMENTARY SCHOOL,E,318,N,N,0.89,0.91,0.17,0.60,Performance,0.57
40.1147111,-105.3880947,480,111 MESA STREET,JAMESTOWN,BOULDER VALLEY RE 2,4386,JAMESTOWN ELEMENTARY SCHOOL,E,19,N,N,0.00,N/A,N/A,N/A,Performance,N/A
38.9543055,-104.7911874,1040,1110 CHAPEL HILLS DRIVE,COLORADO SPRINGS,ACADEMY 20,1033,BRIARGATE PRESCHOOL,E,124,N,N,0.39,N/A,0.36,N/A,N/A,N/A
39.8978147,-105.045267,20,11100 VRAIN STREET,WESTMINSTER,ADAMS 12 FIVE STAR SCHOOLS,1914,COTTON CREEK ELEMENTARY SCHOOL,E,604,N,N,0.33,0.25,0.10,0.13,Performance,0.71
38.1534889,-107.7647611,2590,1115 WEST CLINTON STREET,RIDGWAY,RIDGWAY R-2,7342,RIDGWAY ELEMENTARY SCHOOL,E,153,N,N,0.14,0.37,0.09,N/A,Improvement,0.52
40.6152574,-105.0563852,1550,1118 MIRAMOUNT DRIVE,FORT COLLINS,POUDRE R-1,8460,TAVELLI ELEMENTARY SCHOOL,E,610,N,N,0.25,0.39,0.08,0.05,Performance,0.77
38.2776789,-104.6098435,8001,1120 Court Street,PUEBLO,CHARTER SCHOOL INSTITUTE,9785,YOUTH & FAMILY ACADEMY CHARTER,H,118,Y,Y,0.83,0.58,0.09,N/A,Turnaround,0.25
39.7760087,-104.8533421,880,11200 E 45TH AVE,DENVER,DENVER COUNTY 1,2757,HIGH TECH EARLY COLLEGE,H,470,N,N,0.96,0.82,0.10,0.47,Improvement,0.49
39.7760287,-104.8533621,880,11200 EAST 45TH AVE,DENVER,DENVER COUNTY 1,9735,STRIVE PREP - MONTBELLO,M,336,N,Y,0.98,0.88,0.11,0.51,Improvement,0.48
39.7760487,-104.8533121,880,11200 EAST 45TH AVENUE,DENVER,DENVER COUNTY 1,4509,KIPP NORTHEAST DENVER LEADERSHIP ACADEMY,H,282,N,Y,0.94,0.86,0.11,0.45,Performance,0.84
39.608898,-104.858694,130,11200 EAST ORCHARD AVENUE,ENGLEWOOD,CHERRY CREEK 5,1916,COTTONWOOD CREEK ELEMENTARY SCHOOL,E,616,N,N,0.30,0.04,0.06,0.07,Performance,0.86
39.6413662,-106.5721153,910,1121 MILLER RANCH ROAD,EDWARDS,EAGLE COUNTY RE 50,4838,JUNE CREEK ELEMENTARY SCHOOL,E,317,N,N,0.88,0.77,0.15,0.70,Performance,0.55
39.8965521,-104.972532,20,1123 MURIEL DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,6398,NORTHGLENN MIDDLE SCHOOL,M,798,N,N,0.73,0.84,0.17,0.35,Performance,0.63
37.3356453,-108.8445081,2035,11247 COUNTY ROAD G,CORTEZ,MONTEZUMA-CORTEZ RE-1,609,BATTLE ROCK CHARTER SCHOOL,E,47,N,Y,0.44,0.83,N/A,N/A,Turnaround,0.25
37.3356453,-108.8445081,2035,11247 COUNTY ROAD G,CORTEZ,MONTEZUMA-CORTEZ RE-1,609,BATTLE ROCK CHARTER SCHOOL,M,10,N,Y,0.44,0.83,N/A,N/A,Turnaround,0.25
40.5689039,-105.0979346,1550,1125 BENNETT ROAD,FORT COLLINS,POUDRE R-1,766,BENNETT ELEMENTARY SCHOOL,E,496,N,N,0.24,0.33,0.07,0.06,Performance,0.81
38.2466697,-104.6167008,2690,1125 E ROUTT AVENUE,PUEBLO,PUEBLO CITY 60,822,BESSEMER ELEMENTARY SCHOOL,E,303,N,N,0.85,0.93,0.13,0.11,Priority Improvement,0.35
39.9007673,-105.0753954,1420,11251 REED WAY,BROOMFIELD,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,E,291,N,Y,0.23,0.06,N/A,0.03,N/A,N/A
39.9007673,-105.0753954,1420,11251 REED WAY,BROOMFIELD,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,H,232,N,Y,0.23,0.06,N/A,0.03,Performance,0.70
39.9007673,-105.0753954,1420,11251 REED WAY,BROOMFIELD,JEFFERSON COUNTY R-1,4404,JEFFERSON ACADEMY,M,389,N,Y,0.23,0.06,N/A,0.03,Performance,0.65
39.9007473,-105.0753554,1420,11251 REED WAY,BROOMFIELD,JEFFERSON COUNTY R-1,4410,JEFFERSON ACADEMY HIGH SCHOOL,H,430,N,Y,0.25,0.12,N/A,0.03,Performance,0.90
37.1454203,-108.1207278,1520,11274 HIGHWAY 140,HESPERUS,DURANGO 9-R,3050,FORT LEWIS MESA ELEMENTARY SCHOOL,E,150,N,N,0.20,0.58,0.13,N/A,Performance,0.82
38.2427439,-104.4582847,2700,1132 LANE 36,PUEBLO,PUEBLO COUNTY 70,9134,VINELAND MIDDLE SCHOOL,M,300,N,N,0.54,0.67,0.17,0.12,Performance,0.63
39.810379,-105.126007,1420,11325 ALLENDALE DRIVE,ARVADA,JEFFERSON COUNTY R-1,9245,WARREN TECH NORTH,H,11,Y,N,0.18,N/A,N/A,N/A,Performance,N/A
39.7476875,-104.8554929,180,11351 E. MONTVIEW BLVD,AURORA,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,E,653,N,N,0.21,0.08,N/A,N/A,N/A,N/A
39.7476875,-104.8554929,180,11351 E. MONTVIEW BLVD,AURORA,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,H,150,N,N,0.21,0.08,N/A,N/A,N/A,N/A
39.7476875,-104.8554929,180,11351 E. MONTVIEW BLVD,AURORA,ADAMS-ARAPAHOE 28J,6546,OPTIONS SCHOOL,M,232,N,N,0.21,0.08,N/A,N/A,N/A,N/A
40.5274061,-104.7199496,3085,114 PARK AVENUE,EATON,EATON RE-2,2456,EATON HIGH SCHOOL,H,546,N,N,0.29,0.25,0.05,0.03,Performance,0.65
39.9047899,-104.8505617,40,11453 OSWEGO STREET,HENDERSON,SCHOOL DISTRICT 27J,8032,JOHN W THIMMIG ELEMENTARY SCHOOL,E,663,N,N,0.57,0.39,0.12,0.13,Performance,0.55
39.1216316,-104.9185761,1080,115 UPPER GLENWAY,PALMER LAKE,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,E,305,N,N,0.21,0.27,0.09,0.09,Performance,0.73
39.1216316,-104.9185761,1080,115 UPPER GLENWAY,PALMER LAKE,LEWIS-PALMER 38,6682,PALMER LAKE ELEMENTARY SCHOOL,M,44,N,N,0.21,0.27,0.09,0.09,Performance,0.73
40.0083736,-105.2851448,480,1150 7TH STREET,BOULDER,BOULDER VALLEY RE 2,2970,FLATIRONS ELEMENTARY SCHOOL,E,254,N,N,0.15,0.11,0.11,0.02,Performance,0.70
39.7344088,-104.9434966,880,1150 GARFIELD STREET,DENVER,DENVER COUNTY 1,8776,TELLER ELEMENTARY SCHOOL,E,474,N,N,0.34,0.31,0.08,0.06,Improvement,0.76
39.7345533,-105.0011376,880,1150 LIPAN STREET,DENVER,DENVER COUNTY 1,3655,GREENLEE ELEMENTARY SCHOOL,E,335,N,N,0.90,0.93,0.13,0.28,Improvement,0.50
39.5095526,-107.3160633,1180,1150 MOUNT SOPRIS DRIVE,GLENWOOD SPRINGS,ROARING FORK RE-1,8038,SOPRIS ELEMENTARY SCHOOL,E,657,N,N,0.58,0.48,0.11,0.41,Improvement,0.49
39.0936091,-104.8467226,1080,1150 VILLAGE RIDGE POINT,MONUMENT,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,E,681,N,Y,0.19,0.06,0.07,0.03,Performance,0.64
39.0936091,-104.8467226,1080,1150 VILLAGE RIDGE POINT,MONUMENT,LEWIS-PALMER 38,5093,MONUMENT CHARTER ACADEMY,M,340,N,Y,0.19,0.06,0.07,0.03,Performance,0.74
39.9893755,-105.1038977,480,1150 W  SOUTH BOULDER ROAD,LAFAYETTE,BOULDER VALLEY RE 2,4878,ANGEVINE MIDDLE SCHOOL,M,711,N,N,0.49,0.44,0.16,0.24,Performance,0.56
39.9019017,-104.9289086,20,11500 CHERRY DRIVE,THORNTON,ADAMS 12 FIVE STAR SCHOOLS,2576,CHERRY DRIVE ELEMENTARY SCHOOL,E,343,N,N,0.38,0.50,0.10,0.07,Performance,0.73
39.8508407,-105.1283275,1420,11500 W. 84TH AVE,ARVADA,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,E,351,N,Y,0.21,0.19,0.06,0.04,Performance,0.53
39.8508407,-105.1283275,1420,11500 W. 84TH AVE,ARVADA,JEFFERSON COUNTY R-1,2799,EXCEL ACADEMY CHARTER SCHOOL,M,168,N,Y,0.21,0.19,0.06,0.04,Performance,0.65
39.7336105,-104.9098966,880,1151 NEWPORT STREET,DENVER,DENVER COUNTY 1,6002,MONTCLAIR ELEMENTARY SCHOOL,E,433,N,N,0.76,0.76,0.08,0.45,Performance,0.64
39.7349436,-104.8369861,180,1155 VAUGHN ST,AURORA,ADAMS-ARAPAHOE 28J,9060,VAUGHN ELEMENTARY SCHOOL,E,454,N,N,0.90,0.83,0.09,0.60,Improvement,0.48
39.9058415,-104.9658886,20,11551 WYCO DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,E,464,N,N,0.37,0.10,0.01,0.07,Performance,0.93
39.9058415,-104.9658886,20,11551 WYCO DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,4172,HULSTROM OPTIONS K-8 SCHOOL,M,218,N,N,0.37,0.10,0.01,0.07,Performance,1.00
39.8095685,-105.1285606,1420,11595 ALLENDALE DRIVE,ARVADA,JEFFERSON COUNTY R-1,378,ARVADA WEST HIGH SCHOOL,H,1740,N,N,0.26,0.27,0.10,0.03,Performance,0.69
38.816585,-104.740126,980,1160 KEITH DRIVE,COLORADO SPRINGS,HARRISON 2,9602,WILDFLOWER ELEMENTARY SCHOOL,E,484,N,N,0.72,0.85,0.08,0.12,Performance,0.67
37.8123283,-107.6664375,2820,1160 SNOWDEN STREET,SILVERTON,SILVERTON 1,7900,SILVERTON ELEMENTARY SCHOOL,E,38,N,N,0.37,0.71,N/A,N/A,Insufficient State Data,0.50
37.8123483,-107.6664175,2820,1160 SNOWDEN STREET,SILVERTON,SILVERTON 1,7902,SILVERTON MIDDLE SCHOOL,M,25,N,N,0.36,N/A,N/A,N/A,Performance,0.58
37.8123683,-107.6664575,2820,1160 SNOWDEN STREET,SILVERTON,SILVERTON 1,7904,SILVERTON HIGH SCHOOL,H,17,N,N,0.24,N/A,N/A,N/A,Performance,N/A
39.5101942,-104.7987591,900,11605 SOUTH BRADBURY RANCH DRIVE,PARKER,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,E,542,N,N,0.26,0.06,0.13,0.06,Performance,0.89
39.5101942,-104.7987591,900,11605 SOUTH BRADBURY RANCH DRIVE,PARKER,DOUGLAS COUNTY RE 1,7134,PRAIRIE CROSSING ELEMENTARY SCHOOL,M,59,N,N,0.26,0.06,0.13,0.06,Performance,0.89
39.531887,-104.756945,900,1161 NORTH PINE DRIVE,PARKER,DOUGLAS COUNTY RE 1,1873,PARKER CORE KNOWLEDGE CHARTER SCHOOL,E,469,N,Y,0.24,N/A,0.05,0.04,Performance,0.93
39.531887,-104.756945,900,1161 NORTH PINE DRIVE,PARKER,DOUGLAS COUNTY RE 1,1873,PARKER CORE KNOWLEDGE CHARTER SCHOOL,M,226,N,Y,0.24,N/A,0.05,0.04,Performance,0.93
39.7321442,-104.8518819,180,11700 EAST 11TH AVE,AURORA,ADAMS-ARAPAHOE 28J,1458,AURORA CENTRAL HIGH SCHOOL,H,2209,N,N,0.96,0.69,0.13,0.52,Priority Improvement,0.35
39.9084899,-104.9673863,20,11700 IRMA DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM LAB,E,311,N,N,0.26,0.19,0.08,0.07,Performance,0.69
39.9084899,-104.9673863,20,11700 IRMA DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,8275,STEM LAB,M,160,N,N,0.26,0.19,0.08,0.07,Performance,0.87
39.9084899,-104.9673863,20,11700 IRMA DRIVE,NORTHGLENN,ADAMS 12 FIVE STAR SCHOOLS,9431,WESTGATE CHARTER,E,278,N,Y,0.25,0.15,0.05,0.05,Performance,0.67
